what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1335895078562
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335895094801
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335895172465
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335895181719
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335895195487
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1335895217903
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1335895231962
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335895233782
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335895233999
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335895240439
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335895258497
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1335895262345
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1335895275266
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335895276466
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335895276688
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335895286644
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335895763120
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335895771341
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335895781639
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1335895790181
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1335895799625
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1335895804644
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335895814188
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335895826976
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1335895830151
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1335895838838
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1335895841048
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1335895849980
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1335895860952
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1335895865138
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1335895879951
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335895950792
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335896145242
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335896155746
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335896157394
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335896192385
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335896267162
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1335896270994
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1335896273982
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1335896306889
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1335896309961
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1335896332301
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1335896333838
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1335896339426
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1335896353463
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1335896360305
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1335896368970
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1335896381292
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1335896405899
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1335896417207
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1335896424862
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1335896426931
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335896429138
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335896430533
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1335896483883
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1335896486437
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1335896500277
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1335896538910
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1335896543327
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1335896548228
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1335896551764
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1335896552210
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1335896553223
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1335896557290
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335896559637
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335896564035
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1335896590452
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335896618735
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335896620043
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335896620387
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335896621751
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335896682530
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335896717864
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335896728562
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335896733602
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335896733910
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335896738925
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335896740274
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335896744556
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335896750454
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1335896764131
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335896777437
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335896848467
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1335896851397
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1335896857099
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335896858059
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335896858819
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335896877539
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335896878622
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335896879088
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335896880119
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1335896894001
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1335896917796
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335896921193
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335896922351
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335896922800
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335896928718
