what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1336330689138
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1336330698293
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336330700823
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336330709910
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1336330713808
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336330720612
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336330721669
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1336330721677
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336330723913
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336330763932
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336330769367
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336330773857
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336330778899
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336330780361
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1336330780371
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAutomatically",1336330792001
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336330794150
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336330795624
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1336330795637
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336330796041
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336330802794
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336330807176
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1336330811674
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336330813484
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1336330819308
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1336330822629
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336330825322
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336330827111
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAutomatically",1336330831655
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336330839218
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336330865287
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1336330865483
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1336330870007
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1336330872329
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336330874386
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336330877278
