what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1336321987730
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1336321988263
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1336321988979
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1336321989552
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1336321989952
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1336321990350
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1336321990773
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1336321991130
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1336321991450
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1336321991738
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1336321992019
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1336321992407
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1336321992840
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1336321993303
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1336321993852
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1336321994311
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1336321994753
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1336321995101
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1336322001999
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1336322004739
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336322009051
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336322010627
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1336322010634
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336322017047
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336322018615
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1336322022469
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336322033558
error,log,,,"Internal Error",1336322034982
error,log,,,"Problems encountered while deleting resources.",1336322034983
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336322035904
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1336322035927
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1336322035957
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336322038466
error,log,,,"Internal Error",1336322039445
error,log,,,"Problems encountered while deleting resources.",1336322039446
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336322041122
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1336322041130
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336322044931
closed,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1336322046356
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1336322047745
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336322049256
error,log,,,"Internal Error",1336322050191
error,log,,,"Problems encountered while deleting resources.",1336322050191
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336322052214
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1336322052223
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336322057594
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336322058754
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1336322058760
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336322062646
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336322112830
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1336322112837
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1336322113908
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336322117046
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336322249448
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336322258817
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336322259916
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1336322259926
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336322290905
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336322292768
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336322294455
