what,kind,bundleId,bundleVersion,description,time
error,log,,,"Current file is not a match for the given config.",1336301877689
error,log,,,"Current file is not a match for the given config.",1336301877690
error,log,,,"Current file is not a match for the given config.",1336301877690
error,log,,,"Current file is not a match for the given config.",1336301877691
error,log,,,"Current file is not a match for the given config.",1336301877691
error,log,,,"Current file is not a match for the given config.",1336301877692
error,log,,,"Current file is not a match for the given config.",1336301877692
error,log,,,"Current file is not a match for the given config.",1336301877693
error,log,,,"Current file is not a match for the given config.",1336301877693
error,log,,,"Current file is not a match for the given config.",1336301877693
error,log,,,"Current file is not a match for the given config.",1336301877694
error,log,,,"Current file is not a match for the given config.",1336301877694
error,log,,,"Current file is not a match for the given config.",1336301877695
error,log,,,"Current file is not a match for the given config.",1336301877695
error,log,,,"Current file is not a match for the given config.",1336301877696
error,log,,,"Current file is not a match for the given config.",1336301877696
error,log,,,"Current file is not a match for the given config.",1336301877697
error,log,,,"Current file is not a match for the given config.",1336301877699
error,log,,,"Current file is not a match for the given config.",1336301877700
error,log,,,"Current file is not a match for the given config.",1336301877700
error,log,,,"Current file is not a match for the given config.",1336301877700
error,log,,,"Current file is not a match for the given config.",1336301877701
error,log,,,"Current file is not a match for the given config.",1336301877702
error,log,,,"Current file is not a match for the given config.",1336301877702
error,log,,,"Current file is not a match for the given config.",1336301877703
error,log,,,"Current file is not a match for the given config.",1336301877704
error,log,,,"Current file is not a match for the given config.",1336301877704
error,log,,,"Current file is not a match for the given config.",1336301877705
error,log,,,"Current file is not a match for the given config.",1336301877705
error,log,,,"Current file is not a match for the given config.",1336301877705
error,log,,,"Current file is not a match for the given config.",1336301877706
error,log,,,"Current file is not a match for the given config.",1336301877707
error,log,,,"Current file is not a match for the given config.",1336301877707
error,log,,,"Current file is not a match for the given config.",1336301877707
error,log,,,"Current file is not a match for the given config.",1336301877708
error,log,,,"Current file is not a match for the given config.",1336301877708
error,log,,,"Current file is not a match for the given config.",1336301877709
error,log,,,"Current file is not a match for the given config.",1336301877709
error,log,,,"Current file is not a match for the given config.",1336301877709
error,log,,,"Current file is not a match for the given config.",1336301877710
error,log,,,"Current file is not a match for the given config.",1336301877710
error,log,,,"Current file is not a match for the given config.",1336301877710
error,log,,,"Current file is not a match for the given config.",1336301877711
error,log,,,"Current file is not a match for the given config.",1336301877713
error,log,,,"Current file is not a match for the given config.",1336301877715
opened,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1336301877850
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1336301877893
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336301878041
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1336301881369
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1336301888645
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1336301890041
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1336301895285
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1336301896579
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1336301898218
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1336301898739
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1336301899147
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1336301899533
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1336301899929
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1336301900379
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1336301900789
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1336301901208
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1336301901551
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336301912243
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336301955500
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336301956798
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336301969042
error,log,,,"Unhandled event loop exception",1336301973430
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1336301975709
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1336301976183
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1336301976493
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1336301976874
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1336301977274
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1336301977407
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1336301977610
