what,kind,bundleId,bundleVersion,description,time
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1335901696154
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335901697528
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335901698899
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335901741404
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335901860069
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1335901863627
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1335901888436
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1335901889394
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1335901890358
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1335901892914
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335901895657
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335901905386
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335901924770
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1335901931211
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1335901942104
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335901943605
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335901944970
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1335901971168
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1335901973668
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335901978042
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335902162530
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1335902168229
