what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1335891188154
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1335891201414
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335891209790
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335891211469
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335891265974
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335891268280
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335891268757
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335891271861
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335891349618
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335891498831
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1335891516137
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1335891517555
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1335891524387
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335891526797
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335891529510
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335891580364
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335891613992
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1335891615946
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1335891619579
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1335891626985
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1335891638757
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1335891641035
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1335891644100
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1335891658637
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1335891669984
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1335891675927
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335891678107
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335891679001
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335891715651
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335891717018
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1335891719514
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335891733547
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335891734832
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335891739656
