what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1335899382985
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1335899383150
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1335899383319
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1335899383488
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1335899383783
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1335899384703
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335899387058
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335899388503
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335899406685
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335899407960
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335899408377
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335899410060
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1335899427262
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1335899452989
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1335899460263
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1335899465081
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1335899468327
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1335899469101
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1335899471131
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335899473139
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335899479994
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335899490978
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335899505075
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1335899513598
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1335899522322
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1335899527599
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1335899528791
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1335899530135
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1335899531994
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335899535821
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335899537477
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335899579444
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335899580963
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335899581404
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335899591723
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1335899593432
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1335899594098
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1335899602742
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1335899602953
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1335899609727
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1335899611422
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335899615863
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335899617093
